RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateOrFormerNames,Acronym,AlternateOrFormerAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart,PrincipalOfficerFullName,PrincipalOfficerGivenName,PrincipalOfficerMiddleNameOrInitial,PrincipalOfficerFamilyName,PrincipalOfficerSuffix,InOrgChart,ReportsTo,ReportingNotes
NYC_GOID_000364,Mayor's Office of Environmental Remediation,"Environmental Remediation, Mayor's Office of",Active,Mayoral Office,"The Office of Environmental Remediation (OER) is responsible for the implementation of the brownfield cleanup and redevelopment initiatives outlined in PlaNYC, the City's comprehensive sustainability plan, to support environmental cleanup and economic redevelopment. In August 2010, Mayor Bloomberg launched the New York City Brownfield Cleanup Program (NYC BCP), the nation's first municipal cleanup program, which offers oversight and liability protection to developers and property owners for sites with light to moderate contamination. OER's Brownfield Incentive Grant (BIG) program provides financial incentives and technical support to developers and community organizations. OER also directs the NYC E-Designation Review Program for Hazardous Materials, Air Quality, and Noise and conducts brownfield educational workshops and outreach activities to support meaningful community engagement in brownfields redevelopment.",https://www.nyc.gov/site/oer/index.page,,OER,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Environmental+Remediation+%28OER%29,2010.0,Shaminder Chawla,Director,https://www.nyc.gov/site/oer/contact/contact-form.page,,,Mayor's Office of Environmental Remediation (OER),Mayor's Office of Environmental Remediation (OER),Mayor's Office of Environmental Remediation (OER),Office of Environmental Remediation (OER),Mayor's Office of Environmental Remediation,Office of Environmental Remediation,,,Mayor's Office of Environmental Remediation (OER),Office of Environmental Remediation,True,True,Shaminder Chawla,Shaminder,,Chawla,,TRUE,Mayor's Office of Climate and Environmental Justice,
NYC_GOID_000367,Office of Healthcare Accountability,"Healthcare Accountability, Office of",Active,Mayoral Office,,,,,,002,,2023.0,,,,,,,,,,,,,,,,False,False,,,,,,,,
NYC_GOID_000369,Office of Innovation and Delivery,"Innovation and Delivery, Office of",Reorganized,Mayoral Office,,,,,,002,,,,,,,,,,,,,Office of Innovation and Delivery,,,,Office of Innovation & Delivery,False,False,,,,,,,,
NYC_GOID_000371,Office of Labor Relations,"Labor Relations, Office of",Active,Mayoral Office,The Office of Labor Relations represents the Mayor in all labor relations between the City of New York and labor organizations representing employees of the City. The Office Commissioner also administers a variety of programs for City Employees.,https://www1.nyc.gov/site/olr/index.page,,OLR,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Labor+Relations+%28OLR%29,1990.0,Renee Campion,Commissioner,https://www.nyc.gov/site/olr/about/about-contact-olr.page,,,"Labor Relations, NYC Office of (OLR)","Labor Relations, NYC Office of (OLR)",Office of Labor Relations (OLR),Office of Labor Relations (OLR),Office of Labor Relations,Office of Labor Relations,"Labor Relations, Office of",,"Labor Relations, NYC Office of (OLR)",Office of Labor Relations,True,True,Renee Campion,Renee,,Campion,,TRUE,Chief Counsel to the Mayor and City Hall,
NYC_GOID_000373,Office of Long-Term Planning and Sustainability,"Long-Term Planning and Sustainability, Office of",Reorganized,Mayoral Office,,,,,,002,,,,,,,,,,,,,,,,,,False,False,,,,,,,,
NYC_GOID_000374,Mayor's Office of Management and Budget,"Management and Budget, Mayor's Office of",Active,Mayoral Office,OMB is responsible for preparing the Mayor's Preliminary and Executive Budgets and advises the Mayor on issues affecting the City's fiscal health and the efficiency of City services and programs.,https://www.nyc.gov/site/omb/index.page,,OMB,,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Management+%26+Budget+%28OMB%29,1927.0,Jacques Jiha,Director,https://www.nyc.gov/site/omb/contact/contact.page,,,"Mayor's Office Of Management and Budget, Office of (OMB)","Mayor's Office Of Management and Budget, Office of (OMB)",Mayor's Office of Management & Budget (OMB),Mayor's Office of Management and Budget (OMB),Office of Management and Budget,Office of Management and Budget,"Management & Budget, Office of",,"Mayor's Office Of Management and Budget, Office of (OMB)",Office of Management and Budget,True,True,Jacques Jiha,Jacques,,Jiha,,TRUE,Mayor,
NYC_GOID_000377,Office of Payroll Administration,"Payroll Administration, Office of",Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/opa/index.page,,OPA,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Payroll+Administration+%28OPA%29,1898.0,Neil Matthew,Executive Director,https://www.nyc.gov/site/opa/about/email-the-office.page,,,,,,,,,,,"Payroll Administration, Office of (OPA)",Office of Payroll Administration,True,True,Neil Matthew,Neil,,Matthew,,TRUE,Office of the Mayor;Office of the New York City Comptroller,
NYC_GOID_000380,Office of Scheduling and Executive Operations,"Scheduling and Executive Operations, Office of",Active,Mayoral Office,,,,,,002,,2007.0,Robert Sarver,Director,,,,,,,,,,,,,,False,True,Robert Sarver,Robert,,Sarver,,TRUE,Deputy Mayor for Administration and Chief of Staff,
NYC_GOID_000382,Office of Technology and Innovation,"Technology and Innovation, Office of",Active,Mayoral Office,"The Office of Technology and Innovation (OTI) creates tech-based solutions for a more effective, future-ready New York City. We make services work better across all sectors, from emergency services to benefits screening. We pool combined expertise from across the City to get stuff done for all New Yorkers.",https://www.nyc.gov/content/oti/pages/,Department of Information Technology and Telecommunications,OTI,DoITT,002,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Technology+and+Innovation+%28OTI%29,2022.0,Matthew Fraser,Chief Technology Officer (CTO),https://www.nyc.gov/content/oti/pages/email-the-chief-technology-officer,,,"Technology and Innovation, NYC Office of (OTI)","Technology and Innovation, NYC Office of (OTI)",Office of Technology and Innovation (OTI),Office of Technology and Innovation (OTI),Office of Technology and Innovation,Office of Technology and Innovation,Office of Technology & Innovation,,"Office of Technology and Innovation, New York City",Office of Technology and Innovation,True,True,Matthew Fraser,Matthew,,Fraser,,TRUE,Mayor,
NYC_GOID_000384,Office of Workforce Development,"Workforce Development, Office of",Reorganized,Mayoral Office,"WKDEV is responsible to coordinate workforce with economic development in all five boroughs, to create a real time connection to businesses to ensure their needs are met, and to effectively connect those New Yorkers seeking workforce services to quality jobs with opportunities for advancement.",http://www.nyc.gov/wkdev,,WKDEV,,002,,,Abby Jo Sigal,Executive Director,,,,"Talent and Workforce Development, Mayor's Office of","Talent and Workforce Development, Mayor's Office of",,Mayor's Office of Talent and Workforce Development (WKDEV),Mayor's Office of Talent and Workforce Development,Office of Workforce Development,,,,,False,False,Abby Jo Sigal,Abby,Jo,Sigal,,,,
NYC_GOID_000385,Mayor's Office for Prevention of Hate Crimes,"Prevention of Hate Crimes, Mayor's Office for the",Active,Mayoral Office,"The Office for the Prevention of Hate Crimes (OPHC) takes a holistic approach to preventing hate crimes, developing and coordinating community-driven prevention strategies to address biases fueling such crimes, and fostering healing for victims and their communities.",https://www.nyc.gov/site/stophate/index.page,,OPHC,,002,,2019.0,Vijah Ramjattan,Executive Director,https://www.nyc.gov/site/stophate/about/contact-us.page,,,"Prevention of Hate Crimes, Office for (OPHC)","Prevention of Hate Crimes, Office for (OPHC)",,Office for the Prevention of Hate Crimes,Mayor's Office for the Prevention of Hate Crimes,Office for the Prevention of Hate Crimes,,,"Prevention of Hate Crimes, Office for (OPHC)",Office for Prevention of Hate Crimes,True,False,Vijah Ramjattan,Vijah,,Ramjattan,,,,
NYC_GOID_000386,Opioid Settlement Fund Advisory Board,Opioid Settlement Fund Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Opioid Settlement Fund Advisory Board,False,False,,,,,,,,
NYC_GOID_000387,Panel on Educational Policy,Panel on Educational Policy,Active,Advisory or Regulatory Organization,,https://www.schools.nyc.gov/about-us/leadership/panel-for-education-policy,,PEP,,,,,Melissa Aviles-Ramos,Chancellor,,,,,,,,,,,,,Panel on Educational Policy,True,False,Melissa Aviles-Ramos,Melissa,,Aviles-Ramos,,,,
NYC_GOID_000388,Pay Equity Cabinet,Pay Equity Cabinet,Active,Mayoral Office,"The cabinet was established to create a roadmap to achieve pay equity and to address occupational segregation within the municipal workforce. CGE and the Department of Citywide Administrative Services co-chair the cabinet, which includes representatives from several different city agencies and offices.",https://www.nyc.gov/content/genderequity/pages/economic-mobility-opportunity,,PEC,,002,,2021.0,,,,,,,,,Pay Equity Cabinet (PEC),,,,,,Pay Equity Cabinet,True,False,,,,,,,,
NYC_GOID_000389,New York City Police Department,"Police Department, New York City",Active,Mayoral Agency,"The Police Department (NYPD) is committed to providing, with the utmost integrity and respect, a safe and secure environment for the public. The personnel assigned to the Department's 76 precincts, 12 Transit Districts, nine Housing Police Service Areas and other investigative and specialized units, protect life and deter crime while responding to emergency calls and impartially enforcing the law.",https://www.nyc.gov/site/nypd/index.page,Police Department,NYPD,,056,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Police+Department+%28NYPD%29,1845.0,Jessica Tisch,Commissioner,https://www.nyc.gov/site/nypd/about/about-nypd/email-the-commissioner.page,,,"Police Department, New York City (NYPD)","Police Department, New York City (NYPD)",Police Department (NYPD),New York City Police Department (NYPD),Police Department,Police Department,Police Department,Police Department,"Police Department, New York City (NYPD)",Police Department,True,True,Jessica Tisch,Jessica,,Tisch,,TRUE,Mayor,
NYC_GOID_000390,New York City Police Pension Fund,"Police Pension Fund, New York City",Active,Pension Fund,The Police Pension fund provides services to current and retired officers of the New York City Police Department.,https://www.nyc.gov/content/nycppf/pages/,,PPF,,,,1857.0,Kevin Holloran,Executive Director,https://www.nyc.gov/content/nycppf/pages/contact-the-fund,,,Police Pension Fund (PPF),Police Pension Fund (PPF),,Police Pension Fund (NYCPPF),NYC Police Pension Fund,Police Pension Fund,Police Pension Fund,,Police Pension Fund (PPF),Police Pension Fund,True,False,Kevin Holloran,Kevin,,Holloran,,,,
NYC_GOID_000391,Primary Care Development Corporation,Primary Care Development Corporation,Active,Public Benefit or Development Organization,,https://www.pcdc.org/,,,,,,,,CEO,,,,,,,,,,,,,Primary Care Development Corporation,True,False,Louise Cohen,Louise,,Cohen,,,,
NYC_GOID_000392,Procurement Policy Board,Procurement Policy Board,Active,Advisory or Regulatory Organization,"The Procurement Policy Board (PPB) is authorized to promulgate rules governing the procurement of goods, services, and construction by the City of New York under Chapter 13 of the Charter of the City of New York.",https://www.nyc.gov/site/mocs/regulations/ppb.page,,PPB,,,,1989.0,Guillermo Chacon,Chair,,,,Procurement Policy Board (PPB),Procurement Policy Board (PPB),,,,Procurement Policy Board,,,Procurement Policy Board (PPB),Procurement Policy Board,True,True,Guillermo Chacón,Guillermo,,Chacon,,TRUE,Office of the Mayor;Office of the New York City Comptroller,
NYC_GOID_000393,Property Tax Debt Resolution Task Force,Property Tax Debt Resolution Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Property Tax Debt Resolution Task Force,False,False,,,,,,,,
NYC_GOID_000394,Prospect Park Alliance,Prospect Park Alliance,Active,Nonprofit Organization,,https://www.prospectpark.org/,,,,,,,Morgan Monaco,President,,,,,,,,,,,,,Prospect Park Alliance,False,False,Morgan Monaco,Morgan,,Monaco,,,,
NYC_GOID_000395,Bronx County Public Administrator,"Public Administrator, Bronx County",Active,State Government Agency,,https://www.nyc.gov/site/bronxpa/index.page,,,,,,,Matilde B. Sanchez,Public Administrator,https://www.nyc.gov/site/bronxpa/contact/contact.page,,,,,,,,,,,Public Administrator - Bronx County (BCPA),Public Administrator - Bronx County,True,False,Matilde B. Sanchez,Matilde,B.,Sanchez,,,,
NYC_GOID_000396,Office of the Public Advocate,"Public Advocate, Office of the",Active,Elected Office,"The Office of Public Advocate for the City of New York is a citywide elected position in New York City, which is first in line to succeed the Mayor. The office serves as a direct link between the electorate and city government, effectively acting as an ombudsman, or ""watchdog,"" for New Yorkers by providing oversight for city agencies, investigating citizens' complaints about city services and making proposals to address perceived shortcomings or failures of those services.",https://advocate.nyc.gov/,Office of the Public Advocate for the City of New York;Public Advocate,PUB ADV,,101,,1989.0,Jumaane Williams,Public Advocate,https://advocate.nyc.gov/intake,,,Public Advocate (PUB ADV),Public Advocate (PUB ADV),,Office of the Public Advocate,Office of the Public Advocate,Public Advocate,Public Advocate for the City of New York,Public Advocate,Public Advocate (PUB ADV),Public Advocate,True,True,Jumaane Williams,Jumaane,,Williams,,TRUE,,
NYC_GOID_000397,Public Design Commission,Public Design Commission,Active,Advisory or Regulatory Organization,"Established in 1898 as the Art Commission, New York City's design review agency was renamed the Design Commission in July 2008 to better reflect its mission. The Design Commission reviews permanent works of art, architecture and landscape architecture proposed on or over City-owned property. The Commission also acts as caretaker and curator of the City's public art collection and maintains an extensive archive documenting the history of New York City's public works.",https://www.nyc.gov/site/designcommission/index.page,Art Commission,PDC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Public+Design+Commission+%28PDC%29,1898.0,Sreoshy Banerjea,Executive Director,"https://www.nyc.gov/site/designcommission/about/contact-pdc/contact.page#:~:text=For%20delivery%20of%20models%20or,788%2D3071%20to%20make%20arrangements.",,,Public Design Commission,Public Design Commission,Public Design Commission (PDC),Public Design Commission (PDC),Public Design Commission,Public Design Commission,,,Public Design Commission,Public Design Commission,True,True,Sreoshy Banerjea,Sreoshy,,Banerjea,,TRUE,Deputy Mayor of Housing Economic and Workforce Development,
NYC_GOID_000398,Public Online Capital Projects Database Task Force,Public Online Capital Projects Database Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Public Online Capital Projects Database Task Force,False,False,,,,,,,,
NYC_GOID_000399,Office of the Public Realm,"Public Realm, Office of the",Active,Mayoral Office,,https://www.nyc.gov/site/publicrealm/index.page,,,,002,,2023.0,Ya-Ting Liu,Chief Public Realm Officer,https://www.nyc.gov/site/publicrealm/contact-us/contact-public-realm.page,,,,,,,,,,,,Public Realm,True,False,Ya-Ting Liu,Ya-Ting,,Liu,,,,
NYC_GOID_000400,"Public Realm Improvement Fund Governing Group, Inc.","Public Realm Improvement Fund Governing Group, Inc.",Active,Public Benefit or Development Organization,,,,,,,,,,,,,,,,,,,,,,,"Public Realm Improvement Fund Governing Group, Inc.",False,False,,,,,,,,
NYC_GOID_000401,Public Administrator of Queens County,"Public Administrator, Queens County",Active,State Government Agency,,https://www.queenscountypa.com/,,,,,,,Lois Rosenblatt,Public Administrator,http://www.queenscountypa.com/contact-us/,,,,,,,,,,,Public Administrator - Queens County (QPA),Queens County Public Administrator,True,False,Lois Rosenblatt,Lois,,Rosenblatt,,,,
NYC_GOID_000402,Queens Public Library,"Public Library, Queens",Active,Nonprofit Organization,"The Queens Library provides an online catalog, activities for kids and teens, online research, and an events calendar in a variety of languages.",https://www.queenslibrary.org/,,QL,,039,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Queens+Library+%28QBPL%29,1896.0,Dennis M. Walcott,President and CEO,https://www.queenslibrary.org/about-us/contact-us,,,"Library, Queens Public (QL)","Library, Queens Public (QL)",Queens Library (QBPL),Queens Library (QPL),,Queens Public Library,Queens Public Library,Queens Borough Public Library,"Library, Queens Public (QL)",Queens Public Library; Queens Borough Public Library Board of Trustees,False,False,Dennis M. Walcott,Dennis,M.,Walcott,,,,
NYC_GOID_000403,Racial Justice Charter Revision Commission,Racial Justice Charter Revision Commission,Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/charter/racial-justice/racial-justice.page,,,,,,,,,,,,,,,,,,,,,Racial Justice Charter Revision Commission,False,False,,,,,,,,
NYC_GOID_000404,Racial Justice Commission,Racial Justice Commission,Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/charter/racial-justice/racial-justice.page,,,,,,,,,,,,,,,,,,,,,Racial Justice Commission,False,False,,,,,,,,
NYC_GOID_000405,Randall's Island Park Alliance,Randall's Island Park Alliance,Active,Nonprofit Organization,,https://randallsisland.org/,,,,,,,Deborah Maher,President,,,,,,,,,,,,,Randall's Island Park Alliance,False,False,Deborah Maher,Deborah,,Maher,,,,
NYC_GOID_000406,Real Estate Advisory Board,Real Estate Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Real Estate Advisory Board,False,False,,,,,,,,
NYC_GOID_000407,In Rem Foreclosure Board,In Rem Foreclosure Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,In Rem Foreclosure Board,False,False,,,,,,,,
NYC_GOID_000408,Rent Guidelines Board,Rent Guidelines Board,Active,Advisory or Regulatory Organization,The Rent Guidelines Board provides information on renewal-lease guidelines for rent stabilized apartments in New York City.,https://rentguidelinesboard.cityofnewyork.us/,,RGB,,,,1969.0,Andrew McLaughlin,Executive Director,https://rentguidelinesboard.cityofnewyork.us/about/contact-the-rent-guidelines-board/,,,Rent Guidelines Board (RGB),Rent Guidelines Board (RGB),,Rent Guidelines Board (RGB),Rent Guidelines Board,Rent Guidelines Board,Rent Guidelines Board,,Rent Guidelines Board (RGB),Rent Guidelines Board,True,False,Andrew McLaughlin,Andrew,,McLaughlin,,,,
NYC_GOID_000409,Rental Horse Advisory Board,Rental Horse Advisory Board,Inactive,Advisory or Regulatory Organization,,,,,,,,1981.0,,,,,,,,,,,,,,,Rental Horse Advisory Board,False,False,,,,,,,,
NYC_GOID_000410,Residential Mortgage Insurance Corporation,Residential Mortgage Insurance Corporation,Active,Public Benefit or Development Organization,,https://www.nychdc.com/subsidiaries/remic,,,,,,,,,,,,,,,,,,,,,Residential Mortgage Insurance Corporation,False,False,,,,,,,,
NYC_GOID_000411,Retirement Savings Board,Retirement Savings Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Retirement Savings Board,False,False,,,,,,,,
NYC_GOID_000412,Richmond County Public Administrator,"Public Administrator, Richmond County",Active,State Government Agency,,https://www.nyc.gov/site/rcpa/index.page,,,,,,,Edwina Frances Martin,Public Administrator,https://www.nyc.gov/site/rcpa/contact/contact.page,,,,,,,,,,,Public Administrator - Richmond County (RCPA),Richmond County Public Administrator,True,False,Edwina Frances Martin,Edwina,Frances,Martin,,,,
NYC_GOID_000413,Rikers Island Advisory Committee,Rikers Island Advisory Committee,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Rikers Island Advisory Committee,False,False,,,,,,,,
NYC_GOID_000414,Roosevelt Island Operating Corporation,Roosevelt Island Operating Corporation,Active,Public Benefit or Development Organization,,https://rioc.ny.gov/,,,,,,,Shelton J. Haynes,President and CEO,,,,,,,,,,,,,Roosevelt Island Operating Corporation,False,False,Shelton J. Haynes,Shelton,J.,Haynes,,,,
NYC_GOID_000415,Sales Tax Asset Receivable Corporation,Sales Tax Asset Receivable Corporation,Active,Public Benefit or Development Organization,The Sales Tax Asset Receivable Corporation is a local development corporation created in 2004 by the City of New York to issue bonds to provide for the payment of the outstanding bonds of the Municipal Assistance Corporation of the City of New York and the outstanding bonds of the City held by MAC.,https://www.nyc.gov/site/starcorp/index.page,,STAR,,,,2004.0,David Womack,President,https://www.nyc.gov/site/starcorp/about/contact-the-star.page,,,Sales Tax Asset Receivable Corporation (STAR),Sales Tax Asset Receivable Corporation (STAR),,,,,,,Sales Tax Asset Receivable Corporation (STAR),Sales Tax Asset Receivable Corporation,True,False,David Womack,David,,Womack,,,,
NYC_GOID_000416,School Construction Authority,School Construction Authority,Active,Public Benefit or Development Organization,"The School Construction Authority (SCA) is the one agency accountable for new school construction and major renovations to older schools. SCA is responsible for all capital planning, budgeting, design, and operations. SCA coordinates the development of the Department of Education's Five-Year Capital Plan, selects and acquires sites for new schools, leases buildings for schools and supervises conversion of administrative space for classroom use.",https://www.nycsca.org/,,SCA,,044,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=School+Construction+Authority+%28SCA%29,1988.0,Nina Kubota,President and CEO,https://www.nycsca.org/Footer/Contact-Us,,,School Construction Authority (SCA),School Construction Authority (SCA),School Construction Authority (SCA),School Construction Authority (SCA),,School Construction Authority,"School Construction Authority, NYC",SCHOOL CONSTRUCTION AUTHORITY,School Construction Authority (SCA),School Construction Authority,True,True,Nina Kubota,Nina,,Kubota,,TRUE,Deputy Mayor for Operations,
NYC_GOID_000418,Senior Advisory Council,Senior Advisory Council,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/dfta/about/advisory-council.page,,,,,,,,,,,,,,,,,,,,,Senior Advisory Council,True,False,,,,,,,,
NYC_GOID_000419,Sexual Health Education Task Force,Sexual Health Education Task Force,Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/genderequity/health/sexual-health-ed-task-force.page,,,,,,,,,,,,,,,,,,,,,Sexual Health Education Task Force,False,False,,,,,,,,
NYC_GOID_000420,Shelter Accessibility Advisory Board,Shelter Accessibility Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Shelter Accessibility Advisory Board,False,False,,,,,,,,
NYC_GOID_000422,Site Safety Training Task Force,Site Safety Training Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Site Safety Training Task Force,False,False,,,,,,,,
NYC_GOID_000423,Small Business Advisory Commission,Small Business Advisory Commission,Active,Advisory or Regulatory Organization,,https://nyc-business.nyc.gov/nycbusiness/business-services/regulatory-assistance/small-business-advisory-commission,,,,,,,,,,,,,,,,,,,,,Small Business Advisory Commission,False,False,,,,,,,,
NYC_GOID_000424,Soil and Water Conservation District,Soil and Water Conservation District,Active,Advisory or Regulatory Organization,,https://agriculture.ny.gov/soil-and-water/soil-water-conservation-district-offices,,,,,,,,,,,,,,,,,,,,,Soil and Water Conservation District,False,False,,,,,,,,
NYC_GOID_000425,Special Commissioner of Investigation for the New York City School District,"New York City School District, Special Commissioner of Investigation for the",Active,Advisory or Regulatory Organization,,https://nycsci.org/,,,,,,1990.0,Anastasia Coleman,Special Commissioner,https://nycsci.org/contact-us/,,,,,,,,,,,Special Commissioner of Investigation for the New York City School District,Special Commissioner of Investigation for the NYC School District,True,False,Anastasia Coleman,Anastasia,,Coleman,,,,
NYC_GOID_000426,"Sports, Wellness, and Recreation Advisory Board","Sports, Wellness, and Recreation Advisory Board",Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,"Sports, Wellness, & Recreation Advisory Board",False,False,,,,,,,,
NYC_GOID_000427,State Fire Prevention and Building Code Council,State Fire Prevention and Building Code Council,Active,Advisory or Regulatory Organization,,https://dos.ny.gov/state-fire-prevention-and-building-code-council/,,,,,,,,,,,,,,,,,,,,,State Fire Prevention and Building Code Council,False,False,,,,,,,,
NYC_GOID_000428,Street Harassment Prevention Advisory Board,Street Harassment Prevention Advisory Board,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/ocdv/programs/end-street-harassment.page,,,,,,,,,,,,,,,,,,,,,Street Harassment Prevention Advisory Board,False,False,,,,,,,,
NYC_GOID_000429,Street Vendor Advisory Board,Street Vendor Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Street Vendor Advisory Board,False,False,,,,,,,,
NYC_GOID_000430,Sustainability Advisory Board,Sustainability Advisory Board,Dissolved,Advisory or Regulatory Organization,,https://onenyc.cityofnewyork.us/about/,OneNYC,,,,,,,,,,,,,,,,,,,,Sustainability Advisory Board (Formerly OneNYC),False,False,,,,,,,,
NYC_GOID_000431,Task Force on African American Civil Rights History Museum,"African American Civil Rights History Museum, Task Force on",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Task Force on African American Civil Rights History Museum,False,False,,,,,,,,
NYC_GOID_000432,"Task Force on Monuments, Statues, Public Art and Historical Markers","Monuments, Statues, Public Art and Historical Markers, Task Force on",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,"Task Force on Monuments, Statues, Public Art and Historical Markers",False,False,,,,,,,,
NYC_GOID_000433,Taskforce on Racial Inclusion and Equity,"Racial Inclusion and Equity, Taskforce on",Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/trie/index.page,,TRIE,,,,2020.0,,,,,,,,,Taskforce on Racial Inclusion & Equity (TRIE),,,,,,,True,False,,,,,,,,
NYC_GOID_000436,New York City Taxi and Limousine Commission,"Taxi and Limousine Commission, New York City",Active,Mayoral Agency,"The TLC was created in 1971, and is the agency responsible for the regulation and licensing of 200,000 yellow medallion taxicabs and for-hire vehicles, their drivers & their supporting businesses.",https://www.nyc.gov/site/tlc/index.page,Taxi and Limousine Commission,TLC,NYC TLC,156,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Taxi+and+Limousine+Commission+%28TLC%29&,1971.0,David Do,Commissioner,https://www.nyc.gov/site/tlc/about/email-the-commissioner.page,,,Taxi and Limousine Commission (TLC),Taxi and Limousine Commission (TLC),Taxi and Limousine Commission (TLC),Taxi and Limousine Commission (TLC),Taxi and Limousine Commission,Taxi & Limousine Commission,Taxi & Limousine Commission,NYC Taxi and Limousine Commission,Taxi and Limousine Commission (TLC),Taxi & Limousine Commission,True,False,David Do,David,,Do,,TRUE,Deputy Mayor for Operations,
NYC_GOID_000437,Teachers' Retirement System of City of New York,Teachers' Retirement System of City of New York,Active,Pension Fund,"The Teachers' Retirement System of the City of New York (TRSNYC) is a public pension fund that provides New York City educators with retirement, disability, and death benefits. TRSNYC was established on August 1, 1917 and is currently the second-largest New York City pension system. We are also one of the largest pension plan sponsors in the United States, with more than $72 billion in assets as of June 30, 2018 and over 200,000 active and inactive members, retirees and beneficiaries.",https://www.trsnyc.org,,TRS,,,,1917.0,Patricia Reilly,Executive Director,https://www.trsnyc.org/memberportal/Resources/ResContactUs,,,Teachers' Retirement System of the City of New York,Teachers' Retirement System of the City of New York,,Teacher's Retirement System of the City of New York (TRS),Teacher's Retirement System,Teachers' Retirement System,Teachers' Retirement System,,Teachers' Retirement System of the City of New York,Teachers' Retirement System of City of New York,True,False,Patricia Reilly,Patricia,,Reilly,,,,
NYC_GOID_000439,Temporary Commercial Incentive Area Boundary Commission,"Commercial Incentive Area Boundary, Temporary Commission",Active,Advisory or Regulatory Organization,,,,ICAP,,,,,,,,,,,,,,,,,,,Temporary Commercial Incentive Area Boundary Commission (ICAP),False,False,,,,,,,,
NYC_GOID_000440,Temporary Task Force on Post-Incarceration Reentry for Older Adults,"Post-Incarceration Reentry for Older Adults, Temporary Task Force on",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Temporary Task Force on Post-Incarceration Reentry for Older Adults,False,False,,,,,,,,
NYC_GOID_000441,Temporary Task Force to Review Tax Lien Sales,"Review Tax Lien Sales, Temporary Task Force to",Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/finance/taxes/property-lien-sales.page,,,,,,,,,,,,,,,,,,,,,Temporary Task Force to Review Tax Lien Sales,False,False,,,,,,,,
NYC_GOID_000442,Theater Subdistrict Council Local Development Corporation,Theater Subdistrict Council Local Development Corporation,Active,Public Benefit or Development Organization,,,,,,,,,,,,,,,,,,,,,,,Theater Subdistrict Council Local Development Corporation,False,False,,,,,,,,
NYC_GOID_000443,Three Quarter Housing Task Force,Three Quarter Housing Task Force,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/content/tenantprotection/pages/tqh-task-force,,,,,,,,,,,,,,,,,,,,,Three Quarter Housing Task Force,True,False,,,,,,,,
NYC_GOID_000444,Times Square Alliance,Times Square Alliance,Active,Nonprofit Organization,,https://www.timessquarenyc.org/,,TSA,,,,1992.0,Tom Harris,President,,,,,,,Times Square Alliance (TSA),,,,,,,False,False,Tom Harris,Tom,,Harris,,,,
