RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart
NYC_GOID_000344,Office of Administrative Justice Coordinator,"Administrative Justice Coordinator, Office of",Active,Mayoral Office,"The Office of the Administrative Justice Coordinator (AJC) works to improve the professionalism, efficiency, transparency, and accountability of the City's administrative tribunals. The Office works with the tribunals to establish and implement Rules of Conduct for Administrative Law Judges, improve the training and recruitment of Administrative Law Judges, and enhance the public's understanding of and access to the administrative justice system.",https://www.nyc.gov/site/ajc/index.page,,AJC,,,,,David B. Goldin,Administrative Justice Coordinator,https://www.nyc.gov/site/ajc/about/email-the-administrative-justice-coordinator.page,,,"Administrative Justice Coordinator, NYC Office of  (AJC)","Administrative Justice Coordinator, NYC Office of  (AJC)",,Office of the Administrative Justice Coordinator (AJC),,Office of Administrative Justice Coordinator,,,"Administrative Justice Coordinator, NYC Office of (AJC)",Office of Administrative Justice Coordinator,TRUE,TRUE
NYC_GOID_000345,Office of Administrative Tax Appeals,"Administrative Tax Appeals, Office of",Active,Mayoral Agency,"The Office of Administrative Tax Appeals was established by Local Law 57 of 2007 to bring together the agencies that provide fair, independent and efficient appeals of the taxes administered by the City of New York.",https://www.nyc.gov/site/oata/index.page,,OATA,,21,,2007,Neil Schaier,Director,,,,"Administrative Tax Appeals, Office of","Administrative Tax Appeals, Office of",,Office of Administrative Tax Appeals (OATA),Office of Administrative Tax Appeals,Office of Administrative Tax Appeals,"Tax Appeals, Office Of Administrative",Office of Administrative Tax Appeals,"Administrative Tax Appeals, Office of",Office of Administrative Tax Appeals,TRUE,FALSE
NYC_GOID_000346,Office of Administrative Trials and Hearings,"Administrative Trials and Hearings, Office of",Active,Mayoral Agency,The NYC Office of Administrative Trials and Hearings (OATH) is an independent city agency responsible for holding administrative hearings on cases that are filed by other NYC agencies. OATH is comprised of four different administrative tribunals: the Environmental Control Board; OATH Health Tribunal; OATH Taxi Tribunal and OATH Tribunal.,https://www.nyc.gov/site/oath/index.page,,OATH,,820,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Administrative+Trials+and+Hearings+%28OATH%29,1979,Asim Rehman,Commissioner,https://www.nyc.gov/site/oath/about/contact-the-commissioner-online-form.page,,,"Administrative Trials and Hearings, Office of (OATH)","Administrative Trials and Hearings, Office of (OATH)",Office of Administrative Trials and Hearings (OATH),Office of Administrative Trials and Hearings (OATH),Office of Administrative Trial and Hearings,Office of Administrative Trials and Hearings,"Administrative Trials And Hearings, Office of",Office of Administrative Trials and Hearings,"Administrative Trials and Hearings, Office of (OATH)",Office of Administrative Trials and Hearings,TRUE,TRUE
NYC_GOID_000347,Office of Asylum Seeker Operations,"Asylum Seeker Operations, Office of",Active,Mayoral Office,"The NYC Office of Asylum Seeker Operations (OASO) work recognizes the city's response to the emerging asylum seekers' migration from the border to our city. Created in March 2023, OASO is primarily responsible for overseeing and coordinating all support services for asylum seekers and their families. ",https://www.nyc.gov/site/asylumseekers/index.page,,OASO,,,,2023,Molly Schaeffer,Director,https://www.nyc.gov/site/asylumseekers/contact/contact-office-of-asylum-seeker-operations.page,,,"Asylum Seeker Operations, Office of","Asylum Seeker Operations, Office of",,NYC Office of Asylum Seeker Operations (OASO),,,,,"Asylum Seeker Operations, Office of",Office of Asylum Seeker Operations,TRUE,TRUE
NYC_GOID_000349,Office of Capital Project Development,"Capital Project Development, Office of",Active,Mayoral Office,,,,,,,,,,,,,,,,,,,,,,,Office of Capital Project Development,FALSE,TRUE
NYC_GOID_000351,Office of Childcare and Early Childhood Education,"Child Care and Early Childhood Education, Mayor's Office for",Active,Mayoral Office,"The Office for Child Care and Early Childhood Education's mission is to ensure New York City families have access to equitable, high-quality, and affordable early education and care and builds off of Mayor Adams' Blueprint for Child Care and Early Childhood Education.",https://www.nyc.gov/site/childcare/index.page,,OCCECE,,2,,2023,,,https://www.nyc.gov/site/childcare/contact/contact-us.page,,,"Child Care and Early Childhood Education, Office for (OCCECE)","Child Care and Early Childhood Education, Office for (OCCECE)",,Mayor's Office for Child Care and Early Childhood Education,,,,,"Child Care and Early Childhood Education, Office for (OCCECE)",Office of Childcare and Early Childhood Education,TRUE,TRUE
NYC_GOID_000353,Office of Climate Resiliency,"Climate Resiliency, Office of",Reorganized,Mayoral Office,,,,MOCR,,,,,,,,,,,,,Office of Climate Resiliency (MOCR),,,,,,,FALSE,FALSE
NYC_GOID_000354,Office of Collective Bargaining,"Collective Bargaining, Office of",Active,Advisory or Regulatory Organization,,https://www.ocb-nyc.org/,,OCB,,313,,1967,,,,,,,,,Office of Collective Bargaining (OCB),Office of Collective Bargaining,Office of Collective Bargaining,"Collective Bargaining, Office of",Office of Collective Bargaining,,,TRUE,FALSE
NYC_GOID_000355,Office of Community Hiring,"Community Hiring, Office of",Active,Mayoral Office,The Office of Community Hiring (OCH)'s mission is to use the City's purchasing power to drive economic mobility by connecting City vendors with a pipeline of talent and creating pathways to careers for our community.,https://www.nyc.gov/site/communityhiring/index.page,,,,,,2023,Doug Lipari,Executive Director,https://www.nyc.gov/site/communityhiring/about/contact-us.page,,,"Community Hiring, Office of","Community Hiring, Office of",,,,,,,"Community Hiring, Office of",Office of Community Hiring,TRUE,FALSE
NYC_GOID_000356,Mayor's Office of Community Mental Health,"Community Mental Health, Mayor's Office of",Active,Mayoral Office,"The Mayor's Office of Community Mental Health promotes mental health for all New Yorkers.  The office works to ensure New Yorkers get the mental health treatment they need and fewer mental health needs become crises.

",https://mentalhealth.cityofnewyork.us/,,,OCMH,2,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Community+Mental+Health+%28OCMH%29,2019,Michael Appleton,Director,https://mentalhealth.cityofnewyork.us/contact-us,,,Mayor's Office of Community Mental Health,Mayor's Office of Community Mental Health,Mayor's Office of Community Mental Health (OCMH),Mayor's Office of Community Mental Health (OCMH),Mayor's Office of Community Mental Health,Office of Community Mental Health,,,Mayor's Office of Community Mental Health,Office of Community Mental Health,TRUE,TRUE
NYC_GOID_000361,Office of Emerging Markets,"Innovation and Emerging Markets, Mayor's Office of",Active,Mayoral Office,,,,,,2,,2023,,,,,,,,,Mayor's Office of Innovation and Emerging Markets,,,,,,Office of Emerging Markets,FALSE,TRUE
NYC_GOID_000362,Office of Engagement,"Engagement, Mayor's Office of",Active,Mayoral Office,,,,,,2,,2022,,,,,,,,,Mayor's Office of Engagement,,,,,,Office of Engagement,FALSE,TRUE
NYC_GOID_000363,Office of Environmental Coordination,"Environmental Coordination, Mayor's Office of",Active,Mayoral Office,MOEC's mission is to be a resource for city agencies and private applicants by providing information and assistance in completing the environmental review process and to help the city to lead by example in applying state-of-the-art green building requirements.,https://www.nyc.gov/site/oec/index.page,,MOEC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Environmental+Coordination+%28MOEC%29,2011,Hilary Semel,Director,https://www.nyc.gov/site/oec/about/email-the-director.page,,,"Environmental Coordination, Mayor's Office of (MOEC)","Environmental Coordination, Mayor's Office of (MOEC)",Mayor's Office of Environmental Coordination (MOEC),Office of Environmental Coordination (MOEC),Mayor's Office of Environmental Coordination,Office of Environmental Coordination,,,"Enviormental Coordination, Mayor's Office of (MOEC)",Office of Environmental Coordination,TRUE,TRUE
NYC_GOID_000364,Office of Environmental Remediation,"Environmental Remediation, Mayor's Office of",Active,Mayoral Office,"The Office of Environmental Remediation (OER) is responsible for the implementation of the brownfield cleanup and redevelopment initiatives outlined in PlaNYC, the City's comprehensive sustainability plan, to support environmental cleanup and economic redevelopment. In August 2010, Mayor Bloomberg launched the New York City Brownfield Cleanup Program (NYC BCP), the nation's first municipal cleanup program, which offers oversight and liability protection to developers and property owners for sites with light to moderate contamination. OER's Brownfield Incentive Grant (BIG) program provides financial incentives and technical support to developers and community organizations. OER also directs the NYC E-Designation Review Program for Hazardous Materials, Air Quality, and Noise and conducts brownfield educational workshops and outreach activities to support meaningful community engagement in brownfields redevelopment. ",https://www.nyc.gov/site/oer/index.page,,OER,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Environmental+Remediation+%28OER%29,2010,Shaminder Chawla,Director,https://www.nyc.gov/site/oer/contact/contact-form.page,,,Mayor's Office of Environmental Remediation (OER),Mayor's Office of Environmental Remediation (OER),Mayor's Office of Environmental Remediation (OER),Office of Environmental Remediation (OER),Mayor's Office of Environmental Remediation,Office of Environmental Remediation,,,Mayor's Office of Environmental Remediation (OER),Office of Environmental Remediation,TRUE,TRUE
NYC_GOID_000367,Office of Healthcare Accountability,"Healthcare Accountability, Office of",Active,Mayoral Office,,,,,,,,2023,,,,,,,,,,,,,,,,FALSE,FALSE
NYC_GOID_000369,Office of Innovation and Delivery,"Innovation and Delivery, Office of",Reorganized,Mayoral Office,,,,,,,,,,,,,,,,,,,Office of Innovation and Delivery,,,,Office of Innovation & Delivery,FALSE,FALSE
NYC_GOID_000371,Office of Labor Relations,"Labor Relations, Office of",Active,Mayoral Office,The Office of Labor Relations represents the Mayor in all labor relations between the City of New York and labor organizations representing employees of the City. The Office Commissioner also administers a variety of programs for City Employees.,https://www1.nyc.gov/site/olr/index.page,,OLR,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Labor+Relations+%28OLR%29,1990,Renee Campion,Commissioner,https://www.nyc.gov/site/olr/about/about-contact-olr.page,,,"Labor Relations, NYC Office of (OLR)","Labor Relations, NYC Office of (OLR)",Office of Labor Relations (OLR),Office of Labor Relations (OLR),Office of Labor Relations,Office of Labor Relations,"Labor Relations, Office of",,"Labor Relations, NYC Office of (OLR)",Office of Labor Relations,TRUE,TRUE
NYC_GOID_000373,Office of Long-Term Planning and Sustainability,"Long-Term Planning and Sustainability, Office of",Reorganized,Mayoral Office,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
NYC_GOID_000374,Office of Management and Budget,"Management and Budget, Mayor's Office of",Active,Mayoral Office,OMB is responsible for preparing the Mayor's Preliminary and Executive Budgets and advises the Mayor on issues affecting the City's fiscal health and the efficiency of City services and programs.,https://www.nyc.gov/site/omb/index.page,,OMB,,2,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Mayor%27s+Office+of+Management+%26+Budget+%28OMB%29,1927,Jacques Jiha,Director,https://www.nyc.gov/site/omb/contact/contact.page,,,"Mayor's Office Of Management and Budget, Office of (OMB)","Mayor's Office Of Management and Budget, Office of (OMB)",Mayor's Office of Management & Budget (OMB),Mayor's Office of Management and Budget (OMB),Office of Management and Budget,Office of Management and Budget,"Management & Budget, Office of",,"Mayor's Office Of Management and Budget, Office of (OMB)",Office of Management and Budget,TRUE,TRUE
NYC_GOID_000377,Office of Payroll Administration,"Payroll Administration, Office of",Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/opa/index.page,,OPA,,,,1898,Neil Matthew,,https://www.nyc.gov/site/opa/about/email-the-office.page,,,,,,,,,,,"Payroll Administration, Office of (OPA)",Office of Payroll Administration,TRUE,TRUE
NYC_GOID_000380,Office of Scheduling and Executive Operations,"Scheduling and Executive Operations, Office of",Active,Mayoral Office,,,,,,,,2007,,,,,,,,,,,,,,,,FALSE,TRUE
NYC_GOID_000382,Office of Technology and Innovation,"Technology and Innovation, Office of",Active,Mayoral Office,"The Office of Technology and Innovation (OTI) creates tech-based solutions for a more effective, future-ready New York City. We make services work better across all sectors, from emergency services to benefits screening. We pool combined expertise from across the City to get stuff done for all New Yorkers.
",https://www.nyc.gov/content/oti/pages/,Department of Information Technology and Telecommunications,OTI,DoITT,858,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+Technology+and+Innovation+%28OTI%29,2022,Matthew Fraser,Chief Technology Officer (CTO),https://www.nyc.gov/content/oti/pages/email-the-chief-technology-officer,,,"Technology and Innovation, NYC Office of (OTI)","Technology and Innovation, NYC Office of (OTI)",Office of Technology and Innovation (OTI),Office of Technology and Innovation (OTI),Office of Technology and Innovation,Office of Technology and Innovation,Office of Technology & Innovation,,"Office of Technology and Innovation, New York City",Office of Technology and Innovation,TRUE,TRUE
NYC_GOID_000384,Office of Workforce Development,"Workforce Development, Office of",Reorganized,Mayoral Office,"WKDEV is responsible to coordinate workforce with economic development in all five boroughs, to create a real time connection to businesses to ensure their needs are met, and to effectively connect those New Yorkers seeking workforce services to quality jobs with opportunities for advancement.",http://www.nyc.gov/wkdev,,WKDEV,,2,,,Abby Jo Sigal,Executive Director,,,,"Talent and Workforce Development, Mayor's Office of","Talent and Workforce Development, Mayor's Office of",,Mayor's Office of Talent and Workforce Development (WKDEV),Mayor's Office of Talent and Workforce Development,Office of Workforce Development,,,,,FALSE,FALSE
NYC_GOID_000385,Mayor's Office for Prevention of Hate Crimes,"Prevention of Hate Crimes, Mayor's Office for the",Active,Mayoral Office,"The Office for the Prevention of Hate Crimes (OPHC) takes a holistic approach to preventing hate crimes, developing and coordinating community-driven prevention strategies to address biases fueling such crimes, and fostering healing for victims and their communities.",https://www.nyc.gov/site/stophate/index.page,,OPHC,,,,2019,Vijah Ramjattan,Executive Director,https://www.nyc.gov/site/stophate/about/contact-us.page,,,"Prevention of Hate Crimes, Office for (OPHC)","Prevention of Hate Crimes, Office for (OPHC)",,Office for the Prevention of Hate Crimes,Mayor's Office for the Prevention of Hate Crimes,Office for the Prevention of Hate Crimes,,,"Prevention of Hate Crimes, Office for (OPHC)",Office for Prevention of Hate Crimes,TRUE,FALSE
NYC_GOID_000386,Opioid Settlement Fund Advisory Board,Opioid Settlement Fund Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Opioid Settlement Fund Advisory Board,FALSE,FALSE
NYC_GOID_000387,Panel on Educational Policy,Panel on Educational Policy,Active,Advisory or Regulatory Organization,,https://www.schools.nyc.gov/about-us/leadership/panel-for-education-policy,,,,,,,,,,,,,,,,,,,,,Panel on Educational Policy,TRUE,FALSE
NYC_GOID_000388,Pay Equity Cabinet,Pay Equity Cabinet,Active,Mayoral Office,"The cabinet was established to create a roadmap to achieve pay equity and to address occupational segregation within the municipal workforce. CGE and the Department of Citywide Administrative Services co-chair the cabinet, which includes representatives from several different city agencies and offices.",https://www.nyc.gov/content/genderequity/pages/economic-mobility-opportunity,,PEC,,,,2021,,,,,,,,,Pay Equity Cabinet (PEC),,,,,,Pay Equity Cabinet,TRUE,FALSE
NYC_GOID_000389,Police Department,Police Department,Active,Mayoral Agency,"The Police Department (NYPD) is committed to providing, with the utmost integrity and respect, a safe and secure environment for the public. The personnel assigned to the Department's 76 precincts, 12 Transit Districts, nine Housing Police Service Areas and other investigative and specialized units, protect life and deter crime while responding to emergency calls and impartially enforcing the law.",https://www.nyc.gov/site/nypd/index.page,,NYPD,,56,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Police+Department+%28NYPD%29,1845,Jessica Tisch,Commissioner,https://www.nyc.gov/site/nypd/about/about-nypd/email-the-commissioner.page,,,"Police Department, New York City (NYPD)","Police Department, New York City (NYPD)",Police Department (NYPD),New York City Police Department (NYPD),Police Department,Police Department,Police Department,Police Department,"Police Department, New York City (NYPD)",Police Department,TRUE,TRUE
NYC_GOID_000390,New York City Police Pension Fund,"Police Pension Fund, New York City",Active,Pension Fund,The Police Pension fund provides services to current and retired officers of the New York City Police Department.,http://www.nyc.gov/nycppf,,PPF,,,,1857,Kevin Holloran,Executive Director,https://www.nyc.gov/nyc-resources/mail/ppf-email-the-executive-director.page,,,Police Pension Fund (PPF),Police Pension Fund (PPF),,Police Pension Fund (NYCPPF),NYC Police Pension Fund,Police Pension Fund,Police Pension Fund,,Police Pension Fund (PPF),Police Pension Fund,TRUE,FALSE
NYC_GOID_000391,Primary Care Development Corporation,Primary Care Development Corporation,Active,Public Benefit or Development Organization,,https://www.pcdc.org/new-york-city/,,,,,,,,,,,,,,,,,,,,,Primary Care Development Corporation,TRUE,FALSE
NYC_GOID_000392,Procurement Policy Board,Procurement Policy Board,Active,Advisory or Regulatory Organization,"The Procurement Policy Board (PPB) is authorized to promulgate rules governing the procurement of goods, services, and construction by the City of New York under Chapter 13 of the Charter of the City of New York.",https://www.nyc.gov/site/mocs/regulations/ppb.page,,PPB,,,,1989,Guillermo Chacon,Chair,,,,Procurement Policy Board (PPB),Procurement Policy Board (PPB),,,,Procurement Policy Board,,,Procurement Policy Board (PPB),Procurement Policy Board,TRUE,TRUE
NYC_GOID_000393,Property Tax Debt Resolution Task Force,Property Tax Debt Resolution Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Property Tax Debt Resolution Task Force,FALSE,FALSE
NYC_GOID_000394,Prospect Park Alliance,Prospect Park Alliance,Active,Nonprofit Organization,,https://www.prospectpark.org/learn-more/what-we-do/,,,,,,,,,,,,,,,,,,,,,Prospect Park Alliance,FALSE,FALSE
NYC_GOID_000395,Bronx County Public Administrator,Public Administrator - Bronx County,Active,State Government Agency,,https://www.nyc.gov/site/bronxpa/index.page,,,,,,,Matilde B. Sanchez,,https://www.nyc.gov/site/bronxpa/contact/contact.page,,,,,,,,,,,Public Administrator - Bronx County (BCPA),Public Administrator - Bronx County,TRUE,FALSE
NYC_GOID_000396,Public Advocate,"Public Advocate, Office of the",Active,Elected Office,"The Office of Public Advocate for the City of New York is a citywide elected position in New York City, which is first in line to succeed the Mayor. The office serves as a direct link between the electorate and city government, effectively acting as an ombudsman, or ""watchdog,"" for New Yorkers by providing oversight for city agencies, investigating citizens' complaints about city services and making proposals to address perceived shortcomings or failures of those services.",https://advocate.nyc.gov/,,PUB ADV,,101,,1989,Jumaane Williams,Public Advocate,https://advocate.nyc.gov/intake,,,Public Advocate (PUB ADV),Public Advocate (PUB ADV),,Office of the Public Advocate,Office of the Public Advocate,Public Advocate,Public Advocate for the City of New York,Public Advocate,Public Advocate (PUB ADV),Public Advocate,TRUE,TRUE
NYC_GOID_000397,Public Design Commission,Public Design Commission,Active,Advisory or Regulatory Organization,"Established in 1898 as the Art Commission, New York City's design review agency was renamed the Design Commission in July 2008 to better reflect its mission. The Design Commission reviews permanent works of art, architecture and landscape architecture proposed on or over City-owned property. The Commission also acts as caretaker and curator of the City's public art collection and maintains an extensive archive documenting the history of New York City's public works.",https://www.nyc.gov/site/designcommission/index.page,Art Commission,PDC,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Public+Design+Commission+%28PDC%29,1898,Sreoshy Banerjea,Executive Director,"https://www.nyc.gov/site/designcommission/about/contact-pdc/contact.page#:~:text=For%20delivery%20of%20models%20or,788%2D3071%20to%20make%20arrangements.",,,Public Design Commission,Public Design Commission,Public Design Commission (PDC),Public Design Commission (PDC),Public Design Commission,Public Design Commission,,,Public Design Commission,Public Design Commission,TRUE,TRUE
NYC_GOID_000398,Public Online Capital Projects Database Task Force,Public Online Capital Projects Database Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Public Online Capital Projects Database Task Force,FALSE,FALSE
NYC_GOID_000399,Office of the Public Realm,"Public Realm, Office of the",Active,Mayoral Office,,https://www.nyc.gov/site/publicrealm/index.page,,,,,,2023,Ya-Ting Liu,Chief Public Realm Officer,https://www.nyc.gov/site/publicrealm/contact-us/contact-public-realm.page,,,,,,,,,,,,Public Realm,TRUE,FALSE
NYC_GOID_000400,"Public Realm Improvement Fund Governing Group, Inc.","Public Realm Improvement Fund Governing Group, Inc.",Active,Public Benefit or Development Organization,,,,,,,,,,,,,,,,,,,,,,,"Public Realm Improvement Fund Governing Group, Inc.",FALSE,FALSE
NYC_GOID_000401,Public Administrator of Queens County,Public Administrator - Queens County,Active,State Government Agency,,https://www.queenscountypa.com/,,,,,,,,,http://www.queenscountypa.com/contact-us/,,,,,,,,,,,Public Administrator - Queens County (QPA),Queens County Public Administrator,TRUE,FALSE
NYC_GOID_000402,Queens Public Library,"Public Library, Queens",Active,Nonprofit Organization,"The Queens Library provides an online catalog, activities for kids and teens, online research, and an events calendar in a variety of languages.",https://www.queenslibrary.org/,,QL,,39,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Queens+Library+%28QBPL%29,1896,Dennis M. Walcott,President and CEO,https://www.queenslibrary.org/about-us/contact-us,,,"Library, Queens Public (QL)","Library, Queens Public (QL)",Queens Library (QBPL),Queens Library (QPL),,Queens Public Library,Queens Public Library,Queens Borough Public Library,"Library, Queens Public (QL)",Queens Public Library; Queens Borough Public Library Board of Trustees,FALSE,FALSE
NYC_GOID_000403,Racial Justice Charter Revision Commission,Racial Justice Charter Revision Commission,Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/charter/racial-justice/racial-justice.page,,,,,,,,,,,,,,,,,,,,,Racial Justice Charter Revision Commission,FALSE,FALSE
NYC_GOID_000404,Racial Justice Commission,Racial Justice Commission,Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/charter/racial-justice/racial-justice.page,,,,,,,,,,,,,,,,,,,,,Racial Justice Commission,FALSE,FALSE
NYC_GOID_000405,Randall's Island Park Alliance,Randall's Island Park Alliance,Active,Nonprofit Organization,,https://randallsisland.org/about/,,,,,,,,,,,,,,,,,,,,,Randall's Island Park Alliance,FALSE,FALSE
NYC_GOID_000406,Real Estate Advisory Board,Real Estate Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Real Estate Advisory Board,FALSE,FALSE
NYC_GOID_000407,In Rem Foreclosure Board,In Rem Foreclosure Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,In Rem Foreclosure Board,FALSE,FALSE
NYC_GOID_000408,Rent Guidelines Board,Rent Guidelines Board,Active,Advisory or Regulatory Organization,The Rent Guidelines Board provides information on renewal-lease guidelines for rent stabilized apartments in New York City.,https://rentguidelinesboard.cityofnewyork.us/,,RGB,,,,1969,Andrew McLaughlin,Executive Director,https://rentguidelinesboard.cityofnewyork.us/about/contact-the-rent-guidelines-board/,,,Rent Guidelines Board (RGB),Rent Guidelines Board (RGB),,Rent Guidelines Board (RGB),Rent Guidelines Board,Rent Guidelines Board,Rent Guidelines Board,,Rent Guidelines Board (RGB),Rent Guidelines Board,TRUE,FALSE
NYC_GOID_000409,Rental Horse Advisory Board,Rental Horse Advisory Board,Inactive,Advisory or Regulatory Organization,,,,,,,,1981,,,,,,,,,,,,,,,Rental Horse Advisory Board,FALSE,FALSE
NYC_GOID_000410,Residential Mortgage Insurance Corporation,Residential Mortgage Insurance Corporation,Active,Public Benefit or Development Organization,,,,,,,,,,,,,,,,,,,,,,,Residential Mortgage Insurance Corporation,FALSE,FALSE
NYC_GOID_000411,Retirement Savings Board,Retirement Savings Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Retirement Savings Board,FALSE,FALSE
NYC_GOID_000412,Richmond County Public Administrator,Public Administrator - Richmond County,Active,State Government Agency,,https://www.nyc.gov/site/rcpa/index.page,,,,,,,,,https://www.nyc.gov/site/rcpa/contact/contact.page,,,,,,,,,,,Public Administrator - Richmond County (RCPA),Richmond County Public Administrator,TRUE,FALSE
NYC_GOID_000413,Rikers Island Advisory Committee,Rikers Island Advisory Committee,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Rikers Island Advisory Committee,FALSE,FALSE
NYC_GOID_000414,Roosevelt Island Operating Corporation,Roosevelt Island Operating Corporation,Active,Public Benefit or Development Organization,,https://rioc.ny.gov/,,,,,,,,,,,,,,,,,,,,,Roosevelt Island Operating Corporation,FALSE,FALSE
NYC_GOID_000415,Sales Tax Asset Receivable Corporation,Sales Tax Asset Receivable Corporation,Active,Public Benefit or Development Organization,The Sales Tax Asset Receivable Corporation is a local development corporation created in 2004 by the City of New York to issue bonds to provide for the payment of the outstanding bonds of the Municipal Assistance Corporation of the City of New York and the outstanding bonds of the City held by MAC.,https://www.nyc.gov/site/starcorp/index.page,,STAR,,,,2004,David Womack,President,https://www.nyc.gov/site/starcorp/about/contact-the-star.page,,,Sales Tax Asset Receivable Corporation (STAR),Sales Tax Asset Receivable Corporation (STAR),,,,,,,Sales Tax Asset Receivable Corporation (STAR),Sales Tax Asset Receivable Corporation,TRUE,FALSE
NYC_GOID_000416,School Construction Authority,School Construction Authority,Active,Public Benefit or Development Organization,"The School Construction Authority (SCA) is the one agency accountable for new school construction and major renovations to older schools. SCA is responsible for all capital planning, budgeting, design, and operations. SCA coordinates the development of the Department of Education's Five-Year Capital Plan, selects and acquires sites for new schools, leases buildings for schools and supervises conversion of administrative space for classroom use.",https://www.nycsca.org/,,SCA,,44,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=School+Construction+Authority+%28SCA%29,1988,Nina Kubota,President and CEO,https://www.nycsca.org/Footer/Contact-Us,,,School Construction Authority (SCA),School Construction Authority (SCA),School Construction Authority (SCA),School Construction Authority (SCA),,School Construction Authority,"School Construction Authority, NYC",SCHOOL CONSTRUCTION AUTHORITY,School Construction Authority (SCA),School Construction Authority,TRUE,TRUE
NYC_GOID_000418,Senior Advisory Council,Senior Advisory Council,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/dfta/about/advisory-council.page,,,,,,,,,,,,,,,,,,,,,Senior Advisory Council,TRUE,FALSE
NYC_GOID_000419,Sexual Health Education Task Force,Sexual Health Education Task Force,Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/genderequity/health/sexual-health-ed-task-force.page,,,,,,,,,,,,,,,,,,,,,Sexual Health Education Task Force,FALSE,FALSE
NYC_GOID_000420,Shelter Accessibility Advisory Board,Shelter Accessibility Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Shelter Accessibility Advisory Board,FALSE,FALSE
NYC_GOID_000422,Site Safety Training Task Force,Site Safety Training Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Site Safety Training Task Force,FALSE,FALSE
NYC_GOID_000423,Small Business Advisory Commission,Small Business Advisory Commission,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Small Business Advisory Commission,FALSE,FALSE
NYC_GOID_000424,Soil and Water Conservation District,Soil and Water Conservation District,Active,Advisory or Regulatory Organization,,https://agriculture.ny.gov/soil-and-water/soil-water-conservation-district-offices,,,,,,,,,,,,,,,,,,,,,Soil and Water Conservation District,FALSE,FALSE
NYC_GOID_000425,Special Commissioner of Investigation for the New York City School District,"New York City School District, Special Commissioner of Investigation for the",Active,Advisory or Regulatory Organization,,https://nycsci.org/,,,,,,1990,Anastasia Coleman,,https://nycsci.org/contact-us/,,,,,,,,,,,Special Commissioner of Investigation for the New York City School District,Special Commissioner of Investigation for the NYC School District,TRUE,FALSE
NYC_GOID_000426,"Sports, Wellness, and Recreation Advisory Board","Sports, Wellness, & Recreation Advisory Board",Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,"Sports, Wellness, & Recreation Advisory Board",FALSE,FALSE
NYC_GOID_000427,State Fire Prevention and Building Code Council,State Fire Prevention and Building Code Council,Active,Advisory or Regulatory Organization,,https://dos.ny.gov/state-fire-prevention-and-building-code-council/,,,,,,,,,,,,,,,,,,,,,State Fire Prevention and Building Code Council,FALSE,FALSE
