record_id,name,name_alphabetized,operational_status,organization_type,description,url,alternate_or_former_names,acronym,alternate_or_former_acronyms,budget_code,open_datasets_url,founding_year,principal_officer_first_name,principal_officer_last_name,principal_officer_title,principal_officer_contact_url,in_org_chart,reports_to
NYC_GOID_300408,Queens Community Board 8,"Community Board 08, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb8/index.page,,CB,,,,1951,Martha,Taylor,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300208,Bronx Community Board 8,"Community Board 08, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb8/index.page,,CB,,,,1951,Julie,Reyes,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300111,Manhattan Community Board 11,"Community Board 11, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.cb11m.org,,CB,,,,1951,Nilsa,Orama,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300202,Bronx Community Board 2,"Community Board 02, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",,,CB,,,,1951,Roberto,Crespo,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300105,Manhattan Community Board 5,"Community Board 05, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.cb5.org/,,CB,,,,1951,Vikki,Babero,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300413,Queens Community Board 13,"Community Board 13, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb13/index.page,,CB,,,,1951,Bryan,Block,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300310,Brooklyn Community Board 10,"Community Board 10, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbbrooklyn.cityofnewyork.us/cb10/,,CB,,,,1951,Jaynemarie,Capetanakis,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300407,Queens Community Board 7,"Community Board 07, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb7/index.page,,CB,,,,1951,Eugene,Kelty,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300318,Brooklyn Community Board 18,"Community Board 18, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/brooklyncb18/index.page,,CB,,,,1951,Naomi,Hopkins,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300109,Manhattan Community Board 9,"Community Board 09, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www.cb9m.org,,CB,,,,1951,Padmore,John,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300205,Bronx Community Board 5,"Community Board 05, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.nyc.gov/html/bxcb5/html/home/home.shtml,,CB,,,,1951,Angel,Caballero,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300411,Queens Community Board 11,"Community Board 11, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb11/index.page,,CB,,,,1951,Michael,Budabin,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300107,Manhattan Community Board 7,"Community Board 07, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.nyc.gov/mcb7,,CB,,,,1951,Steven,Brown,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300315,Brooklyn Community Board 15,"Community Board 15, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www1.nyc.gov/site/brooklyncb15/index.page,,CB,,,,1951,Theresa,Scavo,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300406,Queens Community Board 6,"Community Board 06, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb6/index.page,,CB,,,,1951,Heather,Beers-Dimitriadis,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300301,Brooklyn Community Board 1,"Community Board 01, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/brooklyncb1/index.page,,CB,,,,1951,Dealice,Fuller,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300204,Bronx Community Board 4,"Community Board 04, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb4/index.page,,CB,,,,1951,Robert,Garmendiz,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300503,Staten Island Community Board 3,"Community Board 03, Staten Island",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.nyc.gov/sicb3,,CB,,,,1951,Frank,Morano,Chair,,True,Office of the Borough President of Staten Island
NYC_GOID_300110,Manhattan Community Board 10,"Community Board 10, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbmanhattan.cityofnewyork.us/cb10/,,CB,,,,1951,Cicely,Harris,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300108,Manhattan Community Board 8,"Community Board 08, Manhattan",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",http://www.cb8m.com,,CB,,,,1951,Alida,Camp,Chair,,True,Office of the Borough President of Manhattan
NYC_GOID_300409,Queens Community Board 9,"Community Board 09, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/queenscb9/index.page,,CB,,,,1951,Kenichi,Wilson,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300302,Brooklyn Community Board 2,"Community Board 02, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/brooklyncb2/index.page,,CB,,,,1951,Lenny,Singletary,Chair,,True,Office of the Borough President of Brooklyn
NYC_GOID_300207,Bronx Community Board 7,"Community Board 07, Bronx",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://www1.nyc.gov/site/bronxcb7/index.page,,CB,,,,1951,Yajaira,Arias,Chair,,True,Office of the Borough President of The Bronx
NYC_GOID_300403,Queens Community Board 3,"Community Board 03, Queens",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://queenscb3.cityofnewyork.us/,,CB,,,,1951,Frank,Taylor,Chair,,True,Office of the Borough President of Queens
NYC_GOID_300309,Brooklyn Community Board 9,"Community Board 09, Brooklyn",Active,Advisory or Regulatory Organization,"Community boards are local representative bodies. There are 59 community boards throughout the City, and each one consists of up to 50 unsalaried members, half of whom are nominated by their district's City Council members. Board members are selected and appointed by the Borough Presidents from among active, involved people of each community and must reside, work, or have some other significant interest in the community.",https://cbbrooklyn.cityofnewyork.us/cb9/,,CB,,,,1951,Fred,Baptiste,Chair,,True,Office of the Borough President of Brooklyn
