RecordID,Column,GoldenValue,SourceValue
NYC_GOID_000387,Description,,"Part of the governance structure of the NYC Department of Education, the Panel for Education Policy advises the Chancellor on general matters affecting the welfare of the city’s school districts and its students. The panel votes on the Chancellor’s proposed education policies, including school co-locations and closings, DOE contracts over $1 million, Gifted and Talented programs, and the citywide school budget at public monthly meetings."
NYC_GOID_000388,Description,"The cabinet was established to create a roadmap to achieve pay equity and to address occupational segregation within the municipal workforce. CGE and the Department of Citywide Administrative Services co-chair the cabinet, which includes representatives from several different city agencies and offices.",
NYC_GOID_000389,Description,"The Police Department (NYPD) is committed to providing, with the utmost integrity and respect, a safe and secure environment for the public. The personnel assigned to the Department's 76 precincts, 12 Transit Districts, nine Housing Police Service Areas and other investigative and specialized units, protect life and deter crime while responding to emergency calls and impartially enforcing the law.",
NYC_GOID_000390,Description,The Police Pension fund provides services to current and retired officers of the New York City Police Department.,
NYC_GOID_000391,Description,,"The mission of PCDC is to mobilize the resources of State and City government, the business and philanthropic communities, and public and voluntary, nonprofit health care providers to make available resources for the development, construction and operation of new primary care centers in the City’s underserved communities."
NYC_GOID_000392,Description,"The Procurement Policy Board (PPB) is authorized to promulgate rules governing the procurement of goods, services, and construction by the City of New York under Chapter 13 of the Charter of the City of New York.","The Procurement Policy Board establishes comprehensive and consistent policies and rules governing the procurement of goods, services and construction by all city agencies, monitors the effectiveness of these rules, and reviews and updates them as necessary."
NYC_GOID_000393,Description,,"The task force is established to review and evaluate the impact of trusts created by or involving the city, with a
specific focus on those related to negotiated tax lien sales. Its primary goal is to propose legislative and policy reforms
that enhance the efficiency, timeliness, and fairness of tax lien collection while aiming to minimize repeated tax lien
sales on the same properties. Additionally, the task force seeks to identify ways to support affordable housing and
promote homeownership by exploring potential reforms within the trust framework. In line with these objectives, the
task force will examine alternative structures or methods to achieve comparable outcomes and provide
recommendations to improve transparency in tax lien operations and their results."
NYC_GOID_000396,Description,"The Office of Public Advocate for the City of New York is a citywide elected position in New York City, which is first in line to succeed the Mayor. The office serves as a direct link between the electorate and city government, effectively acting as an ombudsman, or ""watchdog,"" for New Yorkers by providing oversight for city agencies, investigating citizens' complaints about city services and making proposals to address perceived shortcomings or failures of those services.",
NYC_GOID_000397,Description,"Established in 1898 as the Art Commission, New York City's design review agency was renamed the Design Commission in July 2008 to better reflect its mission. The Design Commission reviews permanent works of art, architecture and landscape architecture proposed on or over City-owned property. The Commission also acts as caretaker and curator of the City's public art collection and maintains an extensive archive documenting the history of New York City's public works.","The Commission reviews and approves art and architecture to be placed on City property, and preserves City-owned works of art such as the portrait collection in City Hall."
NYC_GOID_000398,Description,,Advises the interagency public online capital projects database task force on the development of the public online capital projects database. The advisory board shall receive any updates from the task force regarding its progress in developing the public online capital projects database and to provide feedback and recommendations as appropriate.
NYC_GOID_000400,Description,,"The Public Realm Improvement Fund Governing Group is charged with administering the Public Realm Improvement Fund for exclusive charitable and public purpose of lessening the burdens of government for the City and acting in the public’s interest, by bolstering and enhancing East Midtown’s status as a premier central business district with a high-quality public realm, by allocating funds from the Fund to implement public realm improvement projects."
NYC_GOID_000403,Description,,"In March 2021, Mayor Bill de Blasio announced the formation of the Racial Justice Commission and appointed 11
Commissioners, including Chair Jennifer Jones Austin and Vice Chair Henry Garrido, to focus on racial justice and
reconciliation, with a two-year mandate to identify and root out structural racism. The Racial Justice Commission
(RJC) has the formal powers of a Charter Revision Commission, including the ability to propose changes to the NYC
Charter. The NYC Charter is the foundation of how our City functions and governs, and it has a direct impact on the
way we live and work. The Commission has examined the NYC Charter to identify barriers to power, access, and
opportunity for Black, Indigenous, Latinx, Asian, Pacific Islander, Middle Eastern and all People of Color (BIPOC*) in
New York City and has put forward ballot proposals aimed at removing those barriers and advancing racial equity.
New Yorkers will vote on these proposed changes in November 2022. The Commission operates independently from
the Mayor’s Office and other agencies."
NYC_GOID_000404,Description,,"In March 2021, Mayor Bill de Blasio announced the formation of the Racial Justice Commission and appointed 11 Commissioners, including Chair Jennifer Jones Austin and Vice Chair Henry Garrido, to focus on racial justice and reconciliation, with a two-
year mandate to identify and root out structural racism. The Racial Justice Commission (RJC) has the formal powers of a Charter Revision Commission, including the ability to propose changes to the NYC Charter. The NYC Charter is the foundation of how our City functions and governs, and it has a direct impact on the way we live and work. The Commission has examined the NYC Charter to identify barriers to power, access, and opportunity for Black, Indigenous, Latinx, Asian, Pacific Islander, Middle Eastern and all People of Color (BIPOC*) in New York City and has put forward ballot proposals aimed at removing those barriers and advancing racial equity. New Yorkers will vote on these proposed changes in November 2022. The Commission operates independently from the Mayor’s Office and other agencies."
NYC_GOID_000407,Description,,The In Rem Foreclosure Board has the powerto authorize the release of the city's interest in property acquired by in rem tax foreclosure in accordance with sections 11-412.1 and 11-424 of the taxation and finance  code based upon a determination that such release would be in the best interests of the city.
NYC_GOID_000408,Description,The Rent Guidelines Board provides information on renewal-lease guidelines for rent stabilized apartments in New York City.,"The NYC Rent Guidelines Board (RGB) establishes rent adjustments for approximately 1 million dwelling units subject to the Rent Stabilization Law in New York City and holds an annual series of public meetings as well as hearings to consider research from staff, and testimony from owners, tenants, advocacy groups and industry experts. Ultimately, they vote to adopt proposed guidelines and then final guidelines."
NYC_GOID_000409,Description,,"Make recommendations to the commissioner on regulations necessary to promote the health, safety and well-being of horses which are required to be licensed hereunder and of members of the public who hire such horses."
NYC_GOID_000411,Description,,"Oversees  the city's retirement savings program for certain self-employed individuals and employees of private entities, and setting forth powers of the comptroller and other provisions in relation to such program.

The board shall determine the start date of the city's retirement savings program, entering into contracts with financial institutions and administrators, minimizing fees and costs associated with the administration of the program, creating a process for those not employed by a covered employer to participate, and conducting education and outreach to employers and employees. The board would work with the Comptroller—who is responsible for managing trust funds held by the City, such as the pension funds—to select the investment strategies and policies. The board would be required to report annually on its activities and actions.

The bill took effect in 90 days after becoming law (August 9, 2021) however, the board would have up to two years to implement the program."
NYC_GOID_000413,Description,,"No later than 180 days after the effective date of this subdivision (by August 24, 2021), the Rikers Island advisory committee shall hold its initial meeting, and thereafter shall meet at least quarterly to evaluate and make recommendations regarding prospective uses of Rikers Island. This is with regard to those portions of Rikers Island transferred to the commissioner of citywide administrative services pursuant to paragraph 1 of subdivision a of this section and with regard to the entirety of Rikers Island, for sustainability and resiliency purposes.

The advisory committee may make recommendations on prospective uses to the mayor and the speaker of the council at any time after the date of its initial meeting. Additionally, no later than three years after the date of its initial meeting, the advisory committee shall submit recommendations to the mayor and the speaker of the council regarding prospective uses of Rikers Island that shall include no less than three options that the committee recommends be considered for further study or possible implementation."
NYC_GOID_000414,Description,,"A public benefit corporation created by the State Legislature in 1984 (Chapter 899, Laws of 1984) to operate, manage and develop Roosevelt Island, effective 1986."
NYC_GOID_000415,Description,The Sales Tax Asset Receivable Corporation is a local development corporation created in 2004 by the City of New York to issue bonds to provide for the payment of the outstanding bonds of the Municipal Assistance Corporation of the City of New York and the outstanding bonds of the City held by MAC.,
NYC_GOID_000416,Description,"The School Construction Authority (SCA) is the one agency accountable for new school construction and major renovations to older schools. SCA is responsible for all capital planning, budgeting, design, and operations. SCA coordinates the development of the Department of Education's Five-Year Capital Plan, selects and acquires sites for new schools, leases buildings for schools and supervises conversion of administrative space for classroom use.",
NYC_GOID_000418,Description,,The Senior Advisory Council makes recommendations to and advises the Commissioner of the Department for the Aging.  It submits an annual report of its activities to the Mayor.
NYC_GOID_000419,Description,,Review information provided by the DOE and other stakeholders regarding the sexual health education curricula currently recommended by the department and review the implementation of sexual health education for students.
NYC_GOID_000420,Description,,"The advisory board is required to identify and study common issues relating to the concerns and needs of shelter clients with disabilities; reasonable accommodation requests and complaints; and the physical conditions of shelters, and will make policy recommendations to the Mayor, the Council, and the Department of Social Service regarding access to and within shelters by such clients."
NYC_GOID_000422,Description,,Provides recocommendations realating to training required by section 3321 fo the New York city building code and establishes a mechanism for receiving and reviewing recommendations from the public relating to training required by section 3321.
NYC_GOID_000423,Description,,"The Small Business Advisory Commission is comprised of a diverse group of small business professionals and leaders, whose purpose is to advise the mayor on initiatives and methods to improve the business and regulatory environment for small businesses in New York City."
NYC_GOID_000426,Description,,"The advisory board makes recommendations to the Director of the Office of SWR on matters such as:
•Enhancing and promoting competitive sports among New York city youth
•Providing need-based access to quality competitive sport training
•Organizing and attracting youth sports tournaments, events, and other sporting activities
•Identifying barriers to the growth and development of extracurricular and school-based youth sports
•Determining the availability of potential resources for entities involved with organized and youth sports and recreation
•Expanding opportunities for  youth, particularly those from under-resourced communities, transitioning from informal recreational sporting activities to organized high school athletic programs, and from organized high school athletic programs to college athletic programs
•Identifying training resources for coaches seeking positions with organizations sponsoring extracurricular and school-based sports and recreation programs
•Furthering the city’s commitment to health, wellness, and social development through extracurricular and school-based sports and recreation programs
•Expanding adaptive sports and inclusive recreation opportunities for youth with disabilities
•Researching private and public partnership opportunities to support extracurricular and school-based sports, competitive sports programs, and recreation programs"
NYC_GOID_000427,Description,,"Empowered to maintain and periodically update the Uniform Fire Prevention and Building Code and State Energy Conservation Construction Code, and to adopt higher or more restrictive local standards upon the recommendation of local governments."
NYC_GOID_000428,Description,,An advisory board to advise the mayor and the council on the issue of street harassment and its prevention.
NYC_GOID_000429,Description,,"The board shall review and evaluate all state and local laws and rules related to street vendors, including placement
restrictions such as the minimum distance of 20 feet from any building entrance or exit, and the process for obtaining a
street vendor license or permit pursuant to titles 17 and 20 of the administrative code of the city of New York.
Such review shall also include an assessment of how the open streets, open restaurants and open storefronts programs
affect the availability of legal spaces to vend, as well as whether new placement restrictions should be considered to ensure
equitable and efficient use of sidewalk and street space.
Prior to June 1 of each year, from 2023 through 2030, the board shall issue to the speaker of the council a
recommendation on whether DOHMH’s authority to issue any or all of the supervisory licenses authorized to be issued by
such department should be restricted, expanded, or otherwise altered based on an analysis of the results of the increased
number of food vendor permits issued pursuant to the local law that added this section.
Section thirty-two of this local law (which establishes the advisory board) takes effect 90 days after they become law."
NYC_GOID_000430,Description,,"Sustainability Advisory Board is a groundbreaking effort to address New York City’s long-term challenges: the forecast of 9 million residents by 2040, changing climate conditions, an evolving economy, and aging infrastructure."
NYC_GOID_000432,Description,,"There shall be a task force to examine the monuments, statues, public art and historical markers on city-owned property. The task force shall conduct a comprehensive review of monuments, statues, public art and historical markers on city-owned property, which have been identified by the chair as inconsistent with the values of diversity, equity and inclusion, or for which the chair is aware of substantial public opposition or concerns."
NYC_GOID_000436,Description,"The TLC was created in 1971, and is the agency responsible for the regulation and licensing of 200,000 yellow medallion taxicabs and for-hire vehicles, their drivers & their supporting businesses.",The Commission licenses and regulates the taxi and limousine industries in New York City.
NYC_GOID_000437,Description,"The Teachers' Retirement System of the City of New York (TRSNYC) is a public pension fund that provides New York City educators with retirement, disability, and death benefits. TRSNYC was established on August 1, 1917 and is currently the second-largest New York City pension system. We are also one of the largest pension plan sponsors in the United States, with more than $72 billion in assets as of June 30, 2018 and over 200,000 active and inactive members, retirees and beneficiaries.",
NYC_GOID_000439,Description,,"The temporary commercial incentive area boundary commission shall meet in 2009 or 2015 and at least once every five years thereafter to determine the boundaries of special commercial abatement areas which it is authorized, but not required, to designate."
NYC_GOID_000440,Description,,A temporary task force on post-incarceration reentry for older adults into New York City
NYC_GOID_000442,Description,,"The Theatre Subdistrict Council (“TSC”), Local Development Corporation (“LDC”) is a not-for-profit corporation established pursuant to a 1998 zoning regulation. It allows owners of certain Broadway theaters to transfer air rights within the Theater Subdistrict, provided the theaters are preserved, there are commitments to use the space for legitimate theater use, and funds are deposited into the Theater Subdistrict Fund limited solely to promote theater and theater-related use and preservation within, and promoting the welfare of, the Theater Subdistrict.

The TSC is bound by West 57th Street, Avenue of the Americas, West 40th Street, Eighth Avenue, West 42nd Street, a line 150 feet west of Eighth Avenue, West 45th Street and Eighth Avenue. The TSC administers the Theater Subdistrict Fund and allocates grants with the goal of promoting the production of new theater work, developing new audiences, and showcasing Broadway’s singular role in the history of American theater.

Zoning Resolution requires a contribution of $17.60 per square foot of transferred floor area to the fund.

The TSC falls under the jurisdiction of the NYC Department of City Planning."
NYC_GOID_000443,Description,,"Appointees shall not be members of the taskforce, but advise the Three Quarters Housing Task Force on an ongoing basis.

Three Quarters Housing task force, not the advisors,  report on all violations, fines, or liens, placed against landlords of three-quarter housing for failing to timely correct violations and agencies represented on the task force shall inspect as appropriate. A city agency or office designated by the mayor shall provide the Council Speaker and publish on its website quarterly reports on the state of three-quarter housing in the city. Three Quarters Housing task force is comprised of representatives from DSS, DOB, FDNY, DOHMH, and Mayor’s Office as needed and the Mayor appoints the Chair."
NYC_GOID_000445,Description,,"The Tobacco Settlement Asset Securitization Corporation (TSASC) is a local development corporation established by
New York City to issue bonds backed by the city's share of payments from the 1998 Master Settlement Agreement
with tobacco companies. This enables the city to finance capital projects by leveraging future tobacco settlement
revenues."
NYC_GOID_000446,Description,,"The board shall make a recommendation regarding the central business district toll amounts to be established pursuant to article 44-C of the vehicle and traffic law, which shall include a variable-pricing structure, no sooner than November 15, 2020 and no later than December 31, 2020, or no later than thirty days before a central business district tolling program is initiated, whichever is later. Such recommendation shall be submitted to the board of the Triborough bridge and tunnel authority for consideration before the Triborough bridge and tunnel authority board may approve central business district toll amounts that may be established and adopted. The Metropolitan Transportation Authority capital plan shall be reviewed by the traffic mobility review board.

The board shall consider for purposes of its recommendations, factors including but not limited to: traffic patterns, traffic mitigation measures, operating costs, public impact, public safety, hardships, vehicle type, discounts for motorcycles, peak and off-peak rates and environmental impacts, including but not limited to air quality and emissions trends. The board shall produce a detailed report that provides information regarding the board's review and analysis for purposes of establishing its recommendations, including but not limited to, all of the considerations referred to in this subdivision. The board shall not recommend a toll that provides for charging passenger vehicles registered pursuant to subdivision six of section four hundred one of the vehicle and traffic law more than once per day."
NYC_GOID_000447,Description,,Task force regarding the transportation of students in temporary housing
NYC_GOID_000448,Description,,"A public benefit corporation created in 1976 by the State Legislature, the Trust for Cultural Resources was established to provide assistance to eligible museums and other participating cultural institutions to expand their facilities and increase their revenues through development of their underutilized real property."
NYC_GOID_000449,Description,"The Trust for Gov­er­nors Island is the 501(c)(3) non-prof­it orga­ni­za­tion cre­at­ed by the City of New York respon­si­ble for the plan­ning, oper­a­tions and ongo­ing devel­op­ment of Gov­er­nors Island. The Trust's mis­sion is to real­ize the full poten­tial of Gov­er­nors Island for the inspi­ra­tion and enjoy­ment of all New York­ers, demon­strat­ing a bold vision for pub­lic space.","The City of New York is responsible for Governors Island and created the Trust for Governors Island, the organization charged with the operations, planning and redevelopment of 150 acres of the Island.

The Trust is transforming Governors Island into a destination with great public open space, as well as educational, not-for-profit, and commercial facilities. 30 new acres of park and public spaces opened to the public for the first time in 2014. The Trust broke ground on the Hills, the crowning feature of the new park. Made of recycled construction and fill materials, The Hills will rise 25 to 80 feet above the Island, and the summit of the tallest Hill will provide visitors with a 360-degree panorama of the Statue of Liberty, New York Harbor and the Lower Manhattan skyline."
NYC_GOID_000452,Description,,"The United Nations Development Corporation (UNDC) is a New York State public benefit corporation (created by NY State Law chapter 316 in 1968) to assist the United Nations community with its office space and other real estate needs. Among its most important tasks, it builds, maintains, and leases out multiple office buildings to house UN agencies in NYC."
NYC_GOID_000454,Description,,"An advisory board to advise the director, the mayor and the council on issues relating to urban agriculture."
NYC_GOID_000455,Description,,"There shall be an interagency task force to examine existing procedures or requirements for removing from city streets vehicles that are abandoned or parked without a license plate or valid registration. Such task force shall develop recommendations to improve existing removal practices in response to complaints from local residents, including, but not limited to, recommendations for rules or legislation regarding removing such vehicles from public streets.

The task force shall invite representatives from the New York state department of motor vehicles, the New York state department of transportation or any other relevant state agency identified by the task force, to participate in at least one task force meeting or to review the report required by subdivision e of this section.

No later than one year after the date this local law takes effect, the task force shall submit a report to the mayor and the speaker of the council setting forth its recommendations. The task force shall terminate upon the submission of the report required by subdivision e of this section.

The chair of the task force shall convene the first meeting no later than 90 days (Sept 24th 2021) after the date this local law takes effect (June 26, 2021)"
NYC_GOID_000456,Description,,"The Veterans’ Advisory Board advises the Commissioner of Veterans’ Affairs on all matters concerning veterans, determines its own rules of procedure, and submits an annual report of its activities to the Mayor and the City Council on or before December 31st of each year."
NYC_GOID_000458,Description,,"The Voter Assistance Advisory Committee (“VAAC”) shall assist the Campaign Finance Board with its duties and responsibilities, including but not limited to overseeing the voter assistance program. Specifically, VAAC will hold public hearings to solicit and hear testimony from members of the public, good government groups, and public officials regarding how to improve voter assistance in New York City, and will make recommendations to the Campaign Finance Board to help the agency develop and implement a com¬prehensive voter engagement plan."
NYC_GOID_000459,Description,"The New York City Water Board's mission is to establish rates for and distribute the collected revenues of the Water and Sewer System (the ""System"") of the City of New York, proactively considering the optimal level to achieve efficient financing of the System's infrastructure and sustainable provision of high-quality service at a fair price to our customers.","The New York City Water Board’s mission is to establish rates for and distribute the collected revenues of the Water and Sewer System (the “System”) of the City of New York, proactively considering the optimal level to achieve efficient financing of the System’s infrastructure and sustainable provision of high-quality service at a fair price to our customers. In fulfilling its mission, the Board will actively take into account drivers affecting the financial condition of the System, such as the operating and capital needs of the System, protection of the watershed, regulatory requirements and other relevant factors.

The Water Board's fulfillment of this mission enables the System to keep investing in critical infrastructure, ensuring that DEP is able to supply 9 million New Yorkers (half of the state's population) with world-class drinking water."
NYC_GOID_000460,Description,,"The Waterfront Management Advisory Board (1) advises the Mayor and any city agency on any matter relating to the industrial, commercial, residential, recreational or other use or development of wharves, waterfront property and waterfront infrastructure in the city, (2) prepares and submits reports to the mayor and speaker, on any issue relating to the industrial, commercial, residential, recreational or other use or development of wharves, waterfront property and waterfront infrastructure in the city, and (3) upon the request of the Director of DCP, advises the drafting of the comprehensive waterfront plan pursuant to section 205 of the charter."
NYC_GOID_000461,Description,,"The Board’s responsibilities, which will be undertaken in partnership with the Mayor, include developing the City’s strategy under the Workforce Innovation and Opportunity Act (WIOA) to improve the skills of New York’s workforce to better meet employer needs, conducting oversight of the City’s employment and training system, and working with employers and public sector partners to further the goals of the Act."
NYC_GOID_000462,Description,,"The NYC Workforce Development Council was launched to serve as a business-led advisory body guiding public-
private talent strategies in New York City. It makes recommendations to NYC Talent and the NYC Workforce
Development Board on priorities, funding, and programs aligned with the city's workforce goals outlined in
Executive Order 22."
NYC_GOID_000463,Description,,A board to review the workplace health and safety guidance that agencies and private employers issued to employees during the COVID-19 pandemic.
NYC_GOID_000464,Description,,"A public benefit corporation formed to provide insurance for risks incurred by the City of New York and its affiliated companies related to the attacks at the World Trade Center on September 11, 2001."
NYC_GOID_000465,Description,,"The National September 11 Memorial & Museum will build, program, own and operate the memorial and museum at Ground Zero that have been planned by the Lower Manhattan Development Corporation."
NYC_GOID_000466,Description,,"The Ronald O. Perelman Performing Arts Center at the World Trade Center (PACWTC) is a planned multi-space, 150 to 800-seat performing arts center at the northeast corner of the World Trade Center complex, located at the intersection of Fulton and Greenwich Streets in Manhattan."
NYC_GOID_000468,Description,"The NYC Young Men's Initiative (YMI) is a cross-agency enterprise that is culmination of 18 months of work, begun when New York City committed to finding new ways to tackle the crisis affecting its young Black and Latino men. The City pledged to invest a combination of public and private funds to support new programs and policies designed to address disparities between young Black and Latino men and their peers across numerous outcomes related to education, health, employment and the criminal justice system.",
NYC_GOID_000000,URL,https://portal.311.nyc.gov/,
NYC_GOID_000002,URL,https://www.nyc.gov/site/acs/index.page,https://www1.nyc.gov/site/acs/index.page
NYC_GOID_000003,URL,,https://www.nyc.gov/office-of-the-mayor/news/267-23/mayor-adams-advisory-board-help-guide-city-s-implementation-racial-justice-charter
NYC_GOID_000004,URL,https://www.nyc.gov/site/propertytaxreform/index.page,"https://www1.nyc.gov/site/propertytaxreform/index.page#:~:text=Announced%20in%20May%202018%2C%20the%20New%20York%20City,revenue%20used%20to%20fund%20City%20services.%20Learn%20more"
NYC_GOID_000006,URL,https://www.nyc.gov/assets/wkdev/downloads/pdf/CWAI-Advisory-Council-Members.pdf,
NYC_GOID_000008,URL,https://ww2.nycourts.gov/courts/nyc/housing/advisory.shtml,"https://nycourts.gov/courts/nyc/housing/advisory.shtml#:~:text=The%20Advisory%20Council%20for%20the%20Housing%20Part%20was,conduct%20initial%20prescreening%20interviews%20and%20evaluations%20of%20applicants."
NYC_GOID_000016,URL,,Website: https://esd.ny.gov/atlantic-yards-community-development-corporation
NYC_GOID_000018,URL,https://www.nyc.gov/site/finance/about/banking-commission.page,"https://www1.nyc.gov/site/finance/about/banking-commission.page#:~:text=The%20Banking%20Commission%20has%20three%20responsibilities%3A%20Approve%20banks,and%20late%20payment%20of%20real%20estate%20taxes%3B%20and"
NYC_GOID_000021,URL,https://www.nyc.gov/site/boc/index.page,https://www1.nyc.gov/site/boc/index.page?msclkid=e4172a96bc0911eca50ee179acb80b68
NYC_GOID_000023,URL,https://vote.nyc/,https://www.vote.nyc/?msclkid=2b085f1dbc0a11eca1ec3fe459fd3588
NYC_GOID_000024,URL,https://www1.nyc.gov/site/doh/about/about-doh/board-of-health.page,https://www1.nyc.gov/site/doh/about/about-doh/board-of-health.page?msclkid=7ac82b3fbc0a11ec826dd7bcf2e4ff5e
NYC_GOID_000025,URL,https://www.nyc.gov/site/bsa/index.page,https://www1.nyc.gov/site/bsa/index.page?msclkid=428fe74cbc0b11ec879e9c560e8fa18d
NYC_GOID_000026,URL,https://bronxboropres.nyc.gov/,https://bronxboropres.nyc.gov/?msclkid=a8449b30bc0a11ec9dc63c4ea53235c8
NYC_GOID_000027,URL,https://www.brooklynbp.nyc.gov/,https://www.brooklyn-usa.org/?msclkid=90d6e314bc0a11ec9fb672b819e54a84
NYC_GOID_000028,URL,https://www.manhattanbp.nyc.gov/,https://www.manhattanbp.nyc.gov/?msclkid=bc402d80bc0a11ec8a218e22066b83c5
NYC_GOID_000029,URL,https://www.queensbp.nyc.gov/,https://queensbp.org/?msclkid=d0925b66bc0a11ecb2d96713f46887f6
NYC_GOID_000030,URL,https://www.statenislandusa.com/bp-office.html,https://www.statenislandusa.com/bp-office.html?msclkid=f678f0d4bc0a11ec963f098200ea9bf1
NYC_GOID_000034,URL,https://brooklynbridgepark.org/about/brooklyn-bridge-park-corporation/,https://www.brooklynbridgepark.org/about/about-brooklyn-bridge-park-corporation/
NYC_GOID_000037,URL,https://www.brooklynnavyyard.org/,https://brooklynnavyyard.org/about/mission
NYC_GOID_000040,URL,https://www.nyc.gov/site/bic/index.page,https://www1.nyc.gov/site/bic/index.page?msclkid=320d5a7dbc0911ec9e20daa9001f7a61
NYC_GOID_000042,URL,https://www.nyccfb.info/,http://nyccfb.info/?msclkid=b1ef9b86bc0d11eca5848467232bb23f
NYC_GOID_000047,URL,https://www.nyc.gov/site/cidi/index.page,https://www1.nyc.gov/site/cidi/about/about.page
NYC_GOID_000050,URL,https://www.nyc.gov/site/charter/index.page,https://www1.nyc.gov/site/charter/index.page?msclkid=42ae3a70bc0e11ec96e569cff3a903b9
NYC_GOID_000062,URL,https://www.bam.org/,https://www.bam.org/about/leadership/board-of-trustees
NYC_GOID_000080,URL,https://nysci.org/,https://classic.nysci.org/home/about/board-of-trustees/
NYC_GOID_000081,URL,https://www.momaps1.org/en,https://www.moma.org/about/trustees
NYC_GOID_000086,URL,https://snug-harbor.org/,https://snug-harbor.org/staff-board/
NYC_GOID_000089,URL,https://www.statenislandmuseum.org/,https://www.statenislandmuseum.org/about/staff-and-trustees/
NYC_GOID_000096,URL,https://www.nyc.gov/site/cchr/index.page,https://www1.nyc.gov/site/cchr/about/commissioners.page
NYC_GOID_000097,URL,https://council.nyc.gov/,
NYC_GOID_000098,URL,https://www.nyc.gov/site/planning/about/commission.page,https://www1.nyc.gov/site/planning/about/commission.page?msclkid=33c58625bc0e11ec964135027bf3f186
NYC_GOID_000099,URL,https://www.cuny.edu/,
NYC_GOID_000100,URL,https://www.cuny.edu/about/administration/offices/fpcm/cucf/,https://www.cuny.edu/about/administration/offices/fpcm/cucf/?msclkid=acd0fdfabc0e11eca2be6f90390852e3
NYC_GOID_000102,URL,https://www.nyc.gov/site/civicengagement/index.page,https://www1.nyc.gov/site/civicengagement/index.page?msclkid=9c603a42bc0d11eca08a321cd3cce58b
NYC_GOID_000103,URL,https://www.nyc.gov/site/csc/index.page,https://www1.nyc.gov/site/csc/index.page?msclkid=7e35e694bc0e11eca28bb2600fe4f264
NYC_GOID_000109,URL,https://www.nyc.gov/site/ccpc/index.page,https://www1.nyc.gov/site/ccpc/index.page?msclkid=7e93992abc0d11eca30dcd9c60255b10
NYC_GOID_000111,URL,https://www.nyc.gov/content/genderequity/pages/,https://www1.nyc.gov/site/genderequity/index.page?msclkid=d039ef1fbc0d11eca67c346962b000e0
NYC_GOID_000112,URL,https://council.nyc.gov/public-advocate/copic/,https://council.nyc.gov/public-advocate/copic/?msclkid=1d42ea34bc0e11ecb5e410c72c9d2b55
NYC_GOID_000113,URL,https://www.nyc.gov/content/core/pages/,
NYC_GOID_000116,URL,,https://www1.nyc.gov/site/dycd/involved/boards-and-councils/community-action-board.page?msclkid=7fd83ab6bc0b11ecb722b0aa7b9f6eb8
NYC_GOID_000117,URL,https://www.nyc.gov/site/cau/index.page,https://www1.nyc.gov/site/cau/index.page?msclkid=de949502bc0b11ecb5fea6d85cf7f001
NYC_GOID_000118,URL,https://www.nyc.gov/site/communityboards/index.page,
NYC_GOID_000119,URL,,https://www3.erie.gov/mentalhealth/community-services-board-and-subcommittees?msclkid=67c35d80bc0e11ec9b403c1fb160ad81
NYC_GOID_000120,URL,,https://www3.erie.gov/mentalhealth/community-services-board-and-subcommittees?msclkid=67c35d80bc0e11ec9b403c1fb160ad81
NYC_GOID_000121,URL,,https://www3.erie.gov/mentalhealth/community-services-board-and-subcommittees?msclkid=67c35d80bc0e11ec9b403c1fb160ad81
NYC_GOID_000122,URL,,https://www3.erie.gov/mentalhealth/community-services-board-and-subcommittees?msclkid=67c35d80bc0e11ec9b403c1fb160ad81
NYC_GOID_000123,URL,https://comptroller.nyc.gov/,
NYC_GOID_000124,URL,https://www.nyc.gov/site/coib/index.page,https://www1.nyc.gov/site/coib/about/about-coib.page?msclkid=0c70b30cbc0e11ec98f24ac74f4cd007
NYC_GOID_000125,URL,https://esd.ny.gov/new-york-convention-center-development-corporation-0,https://esd.ny.gov/new-york-convention-center-development-corporation-0?msclkid=19dc638fbc0c11ecb973eb8b56a3e9e1
NYC_GOID_000133,URL,https://deferredcompboard.ny.gov/,https://deferredcompboard.ny.gov/?msclkid=3b4436e5bc0f11ecaaf00b50554c649c
NYC_GOID_000134,URL,https://www1.nyc.gov/site/democracynyc/index.page,
NYC_GOID_000135,URL,https://www.nyc.gov/site/dfta/index.page,https://www1.nyc.gov/site/dfta/index.page?msclkid=c835e055bc0f11ec89b942fdac112259
NYC_GOID_000136,URL,https://www.nyc.gov/site/buildings/index.page,https://www1.nyc.gov/site/buildings/index.page?msclkid=e5ba3849bc0f11ecbb981aeb3ef7d028
NYC_GOID_000137,URL,https://www.nyc.gov/site/planning/index.page,https://www1.nyc.gov/site/planning/index.page?msclkid=57161607bc0f11ec86474651d34e7657
NYC_GOID_000138,URL,https://www.nyc.gov/site/dcas/index.page,https://www1.nyc.gov/site/dcas/index.page?msclkid=2c5de524bc0f11ecae92f5cb2acc9038
NYC_GOID_000139,URL,https://www.nyc.gov/site/dca/index.page,https://www1.nyc.gov/site/dca/index.page?msclkid=8dc1dcffbc0f11ec9ecea73b54fbb421
NYC_GOID_000140,URL,https://www.nyc.gov/site/doc/index.page,https://www1.nyc.gov/site/doc/index.page?msclkid=f6213713bc0f11ecb61ddcdd0cbda570
NYC_GOID_000141,URL,https://www.nyc.gov/site/dcla/index.page,https://www1.nyc.gov/site/dcla/index.page?msclkid=4ad8eea6bc0f11eca8b4d710ea582bf2
